child_name,status,parent_name,author1init,author1last,author2init,author2last,otherauthors,pubyr
Clydonophlebia,"subjective synonym of","Libellula (Heterophlebia)",J.,Ansorge,,,,1996
Acrophlebia,"subjective synonym of","Libellula (Heterophlebia)",J.,Ansorge,,,,1996
"Heterophlebia geinitzi","subjective synonym of","Agrion buckmani",J.,Ansorge,,,,1996
Plagiophlebia,"subjective synonym of","Libellula (Heterophlebia)",J.,Ansorge,,,,1996
Proeuthemis,"belongs to",Euthemistidae,A.,Nel,"E. A.",Jarzembowski,,1996
"Proeuthemis pritykinae","belongs to",Proeuthemis,A.,Nel,"E. A.",Jarzembowski,,1996
"Mesoepiophlebia bexleyi","belongs to",Mesoepiophlebia,A.,Nel,"E. A.",Jarzembowski,,1996
"Sphenophlebia pommerana","belongs to",Sphenophlebia,J.,Ansorge,,,,1996
Vulcagrion,"belongs to",Megapodagrionidae,A.,Nel,A.,Arillo,"X. Martínez-Delclòs",1996
Somatochlora,"belongs to",Corduliinae,A.,Nel,A.,Arillo,"X. Martínez-Delclòs",1996
Trigonophlebia,"belongs to",Heterophlebiidae,J.,Ansorge,,,,1996
"Trigonophlebia zessini","belongs to",Trigonophlebia,J.,Ansorge,,,,1996
Grimmenopteron,"belongs to",Liassophlebiidae,J.,Ansorge,,,,1996
"Grimmenopteron elegantulum","belongs to",Grimmenopteron,J.,Ansorge,,,,1996
"Diplax propedemontana","belongs to",Vulcagrion,A.,Nel,A.,Arillo,"X. Martínez-Delclòs",1996
"Nannogomphus bavaricus","belongs to",Nannogomphus,G.,Bechly,A.,Nel,"X. Martínez-Delclòs",1996
"Agrion gracile","replaced by","Nannogomphus bavaricus",G.,Bechly,A.,Nel,"X. Martínez-Delclòs",1996
"Libellula naevia","replaced by","Nannogomphus bavaricus",G.,Bechly,A.,Nel,"X. Martínez-Delclòs",1996
"Oligaeschna saurai","belongs to",Oligaeschna,E.,Peñalver,A.,Nel,"X. Martínez-Delclòs",1996
Platycnemis,"belongs to",Platycnemididae,E.,Peñalver,A.,Nel,"X. Martínez-Delclòs",1996
"Platycnemis cincuneguii","nomen dubium",Lestoidea,E.,Peñalver,A.,Nel,"X. Martínez-Delclòs",1996
"Sympecma ribesalbesensis","belongs to",Sympecma,E.,Peñalver,A.,Nel,"X. Martínez-Delclòs",1996
Diceratobasis,"belongs to",Coenagrionidae,"G. O.",Poinar,,,,1996
"Diceratobasis worki","belongs to",Diceratobasis,"G. O.",Poinar,,,,1996
"Agrion charpentieri","replaced by","Nannogomphus bavaricus",G.,Bechly,A.,Nel,"X. Martínez-Delclòs",1996
Sympetrum,"belongs to",Libellulidae,A.,Nel,A.,Arillo,"X. Martínez-Delclòs",1996
"Libellula (Heterophlebia)","belongs to",Heterophlebiidae,J.,Ansorge,,,,1996
"Libellula (Heterophlebia) dislocata","subjective synonym of","Agrion buckmani",J.,Ansorge,,,,1996
Daemhippus,"nomen dubium",Lestoidea,E.,Peñalver,A.,Nel,"X. Martínez-Delclòs",1996
Celithemis,"belongs to",Leucorrhininae,A.,Nel,A.,Arillo,"X. Martínez-Delclòs",1996
"Celithemis cantalensis","belongs to",Celithemis,A.,Nel,A.,Arillo,"X. Martínez-Delclòs",1996
"Sympetrum cantalensis","belongs to",Sympetrum,A.,Nel,A.,Arillo,"X. Martínez-Delclòs",1996
"Somatochlora brisaci","belongs to",Somatochlora,A.,Nel,A.,Arillo,"X. Martínez-Delclòs",1996
Allopetalia,"belongs to",Gomphaeschninae,A.,Nel,A.,Arillo,"X. Martínez-Delclòs",1996
"Allopetalia europaea","belongs to",Allopetalia,A.,Nel,A.,Arillo,"X. Martínez-Delclòs",1996
"Vulcagrion cantalensis","belongs to",Vulcagrion,A.,Nel,A.,Arillo,"X. Martínez-Delclòs",1996
"Vulcagrion andancensis","belongs to",Vulcagrion,A.,Nel,A.,Arillo,"X. Martínez-Delclòs",1996
Cerdanyagrion,"belongs to",Lestoidea,A.,Nel,A.,Arillo,"X. Martínez-Delclòs",1996
"Cerdanyagrion miocenicus","belongs to",Cerdanyagrion,A.,Nel,A.,Arillo,"X. Martínez-Delclòs",1996
Leucorrhininae,"belongs to",Libellulidae,A.,Nel,A.,Arillo,"X. Martínez-Delclòs",1996
Macromia,"belongs to",Macromiinae,H.,Steinmann,,,,1997
Macromiinae,"belongs to",Corduliidae,H.,Steinmann,,,,1997
Aeshninae,"belongs to",Aeshnidae,H.,Steinmann,,,,1997
Libellula,"belongs to",Libellulinae,H.,Steinmann,,,,1997
Gomphaeschna,"belongs to",Gomphaeschnidae,"H. O. R.",Madsen,A.,Nel,,1997
Anax,"belongs to",Anactini,H.,Steinmann,,,,1997
Orthemis,"belongs to",Libellulinae,H.,Steinmann,,,,1997
Sphenophlebia,"belongs to",Sphenophlebiidae,G.,Bechly,,,,1997
"Sphenophlebia interrupta","belongs to",Sphenophlebia,G.,Bechly,,,,1997
Mesoepiophlebia,"belongs to",Sphenophlebiidae,G.,Bechly,,,,1997
"Mesoepiophlebia veronicae","belongs to",Mesoepiophlebia,G.,Bechly,,,,1997
Ensphingophlebia,"belongs to",Sphenophlebiidae,G.,Bechly,,,,1997
"Ensphingophlebia undulata","belongs to",Ensphingophlebia,G.,Bechly,,,,1997
Aeshna,"belongs to",Aeshnini,H.,Steinmann,,,,1997
Triassoneura,"belongs to",Triassolestini,G.,Bechly,,,,1997
"Triassoneura andersoni","belongs to",Triassoneura,G.,Bechly,,,,1997
"Triassoneura okafujii","belongs to",Pseudotriassothemis,G.,Bechly,,,,1997
Triassothemidae,"belongs to",Triassolestinae,G.,Bechly,,,,1997
Triassothemis,"belongs to",Triassothemidae,G.,Bechly,,,,1997
"Triassothemis mendozensis","belongs to",Triassothemis,G.,Bechly,,,,1997
"Triassothemis nipponensis","belongs to",Pseudotriassothemis,G.,Bechly,,,,1997
Shurabiola,"belongs to",Cyclothemistinae,G.,Bechly,,,,1997
Cyclothemis,"belongs to",Cyclothemistinae,G.,Bechly,,,,1997
Progonophlebiidae,"subjective synonym of",Mesophlebiidae,G.,Bechly,,,,1997
Progonophlebia,"belongs to",Mesophlebiidae,G.,Bechly,,,,1997
"Progonophlebia woodwardi","belongs to",Progonophlebia,G.,Bechly,,,,1997
"Progonophlebia cromptoni","subjective synonym of","Progonophlebia woodwardi",G.,Bechly,,,,1997
Triassolestidae,"belongs to",Triassolestoidea,G.,Bechly,,,,1997
Triassolestes,"belongs to",Triassolestini,G.,Bechly,,,,1997
"Triassolestes epiophlebioides","belongs to",Triassolestes,G.,Bechly,,,,1997
Triassolestodes,"belongs to",Triassolestini,G.,Bechly,,,,1997
"Triassolestodes asiaticus","belongs to",Triassolestodes,G.,Bechly,,,,1997
Mesophlebiidae,"belongs to",Triassolestidae,G.,Bechly,,,,1997
Mesophlebia,"belongs to",Mesophlebiidae,G.,Bechly,,,,1997
Oreopteridae,"subjective synonym of",Asiopteridae,G.,Bechly,,,,1997
Oreopteron,"belongs to",Asiopteridae,G.,Bechly,,,,1997
"Oreopteron asiaticum","belongs to",Oreopteron,G.,Bechly,,,,1997
"Oreopteron simile","belongs to",Asiopteron,G.,Bechly,,,,1997
Turanopteron,"belongs to",Asiopteridae,G.,Bechly,,,,1997
Oreopterella,"belongs to",Asiopteridae,G.,Bechly,,,,1997
"Oreopterella paula","belongs to",Oreopterella,G.,Bechly,,,,1997
Sogjutella,"belongs to",Cyclothemistinae,G.,Bechly,,,,1997
Asiopteridae,"belongs to",Euparazygoptera,G.,Bechly,,,,1997
Asiopteron,"belongs to",Asiopteridae,G.,Bechly,,,,1997
Italophlebia,"belongs to",Triassothemidae,G.,Bechly,,,,1997
"Italophlebia gervasuttii","belongs to",Italophlebia,G.,Bechly,,,,1997
"Italophlebia paganoniae","belongs to",Italophlebia,G.,Bechly,,,,1997
Parazygoptera,"belongs to",Isophlebioptera,G.,Bechly,,,,1997
Sphenophlebiidae,"belongs to",Parazygoptera,G.,Bechly,,,,1997
Euparazygoptera,"belongs to",Parazygoptera,G.,Bechly,,,,1997
Progonophlebioidea,"subjective synonym of",Triassolestoidea,G.,Bechly,,,,1997
Triassolestoidea,"belongs to",Euparazygoptera,G.,Bechly,,,,1997
Cyclothemistidae,"belongs to",Triassolestoidea,G.,Bechly,,,,1997
Cyclothemistinae,"belongs to",Cyclothemistidae,G.,Bechly,,,,1997
Pseudotriassothemistinae,"belongs to",Cyclothemistidae,G.,Bechly,,,,1997
Triassolestinae,"belongs to",Triassolestidae,G.,Bechly,,,,1997
Italophlebiidae,"subjective synonym of",Triassothemidae,G.,Bechly,,,,1997
Triassolestini,"belongs to",Triassolestinae,G.,Bechly,,,,1997
Proeuthemis,"belongs to",Sphenophlebiidae,G.,Bechly,,,,1997
"Proeuthemis pritykinae","belongs to",Proeuthemis,G.,Bechly,,,,1997
"Mesoepiophlebia bexleyi","belongs to",Turanopteron,G.,Bechly,,,,1997
"Sphenophlebia pommerana","belongs to",Turanopteron,G.,Bechly,,,,1997
Pseudotriassothemis,"belongs to",Pseudotriassothemistinae,G.,Bechly,,,,1997
"Triassothemis minensis","belongs to",Pseudotriassothemis,G.,Bechly,,,,1997
Afrotriassothemis,"belongs to",Triassothemidae,G.,Bechly,,,,1997
"Triassoneura regularis","belongs to",Afrotriassothemis,G.,Bechly,,,,1997
"Triassoneura heidiae","belongs to",Afrotriassothemis,G.,Bechly,,,,1997
"Anax imperator","belongs to",Anax,H.,Steinmann,,,,1997
"Aeshna parthenope","belongs to",Anax,H.,Steinmann,,,,1997
"Gomphaeschna paleocenica","belongs to",Gomphaeschna,"H. O. R.",Madsen,A.,Nel,,1997
"Gomphaeschna danica","belongs to",Gomphaeschna,"H. O. R.",Madsen,A.,Nel,,1997
Aeshnini,"belongs to",Aeshninae,H.,Steinmann,,,,1997
Anactini,"belongs to",Aeshninae,H.,Steinmann,,,,1997
"Stenolestes dauphinensis","belongs to",Stenolestes,A.,Nel,X.,Martínez-Delclòs,"F. Papier, J. Oudard",1997
"Stenolestes belligaudi","belongs to",Stenolestes,A.,Nel,X.,Martínez-Delclòs,"F. Papier, J. Oudard",1997
"Lestes brisaci","belongs to",Lestes,A.,Nel,X.,Martínez-Delclòs,"F. Papier, J. Oudard",1997
Thanetophilosina,"belongs to",Megapodagrionidae,A.,Nel,X.,Martínez-Delclòs,"F. Papier, J. Oudard",1997
"Thanetophilosina menatensis","belongs to",Thanetophilosina,A.,Nel,X.,Martínez-Delclòs,"F. Papier, J. Oudard",1997
Caussanelia,"belongs to",Libellulidae,A.,Nel,X.,Martínez-Delclòs,"F. Papier, J. Oudard",1997
"Caussanelia papaziani","belongs to",Caussanelia,A.,Nel,X.,Martínez-Delclòs,"F. Papier, J. Oudard",1997
"Macromia amphigena","belongs to",Macromia,H.,Steinmann,,,,1997
"Allopetalia europaea","belongs to",Boyeria,A.,Nel,A.,Arillo,"V. M. Ortuño",1997
Hispanocoenagrion,"belongs to",Coenagrionoidea,A.,Nel,A.,Arillo,"V. M. Ortuño",1997
"Hispanocoenagrion inexpectum","belongs to",Hispanocoenagrion,A.,Nel,A.,Arillo,"V. M. Ortuño",1997
Boyeria,"belongs to",Aeshnidae,A.,Nel,A.,Arillo,"V. M. Ortuño",1997
"Libellula ferruginea","belongs to",Orthemis,H.,Steinmann,,,,1997
"Libellula grandis","belongs to",Aeshna,H.,Steinmann,,,,1997
"Libellula quadrifasciata","subjective synonym of","Libellula grandis",H.,Steinmann,,,,1997
"Libellula quadrifasciata isoceles","belongs to","Aeschna (Anaciaeschna)",H.,Steinmann,,,,1997
"Aeschna (Anaciaeschna)","belongs to",Anactini,H.,Steinmann,,,,1997
Hemianax,"belongs to",Anactini,H.,Steinmann,,,,1997
Cyrtosoma,"replaced by",Hemianax,H.,Steinmann,,,,1997
"Cyrtosoma ephippiger","belongs to",Hemianax,H.,Steinmann,,,,1997
Libellulinae,"belongs to",Libellulidae,H.,Steinmann,,,,1997
Miopetalura,"belongs to",Lindeniinae,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
"Miopetalura shanwangica","belongs to",Miopetalura,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
Litheuphaea,"belongs to",Litheuphaeini,G.,Bechly,,,,1998
"Litheuphaea carpenteri","belongs to",Litheuphaea,G.,Bechly,,,,1998
Ixtahua,"belongs to",Anisoptera,"R. M.",Feldmann,"F. J.",Vega,"S. P. Applegate and G. A. Bishop",1998
Litheuphaeini,"belongs to",Eodichrominae,G.,Bechly,,,,1998
Eodichrominae,"belongs to",Epallagidae,G.,Bechly,,,,1998
Proterogomphidae,"belongs to",Hagenioidea,G.,Bechly,A.,Nel,"X. Martínez-Delclòs, G. Fleck",1998
Sonidae,"subjective synonym of",Aeschnidiidae,H.,Sturm,"L. F.",Mendes,,1998
Mesuropetala,"belongs to",Mesuropetalidae,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
"Gomphus koehleri","belongs to",Mesuropetala,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
"Mesuropetala auliensis","belongs to",Mesuropetala,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
"Mesuropetala costalis","belongs to",Mesuropetala,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
Hemeroscopidae,"belongs to",Chlorogomphida,G.,Bechly,A.,Nel,"X. Martínez-Delclòs, G. Fleck",1998
Brachystigmata,"belongs to",Cristotibiata,G.,Bechly,A.,Nel,"X. Martínez-Delclòs, G. Fleck",1998
Exophytica,"belongs to",Euanisoptera,G.,Bechly,A.,Nel,"X. Martínez-Delclòs, G. Fleck",1998
Euanisoptera,"belongs to",Anisoptera,G.,Bechly,A.,Nel,"X. Martínez-Delclòs, G. Fleck",1998
Aeschnopsis,"belongs to",Anisoptera,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
Cymatophlebiopsis,"subjective synonym of",Aeschnopsis,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
"Cymatophlebiopsis pseudobubas","subjective synonym of","Aeshna perampla",A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
"Libellula jurassica","belongs to",Necrogomphus,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
"Euarchistigma atrophium","belongs to",Euarchistigma,"E. A.",Jarzembowski,X.,Martínez-Delclòs,"G. Bechly, A. Nel, R. Coram, F. Escuillié",1998
Eoprotoneura,"belongs to",Eoprotoneurinae,"E. A.",Jarzembowski,X.,Martínez-Delclòs,"G. Bechly, A. Nel, R. Coram, F. Escuillié",1998
"Eoprotoneura hyperstigma","belongs to",Eoprotoneura,"E. A.",Jarzembowski,X.,Martínez-Delclòs,"G. Bechly, A. Nel, R. Coram, F. Escuillié",1998
Aeschnidiidae,"belongs to",Pananisoptera,G.,Bechly,,,,1998
Pseudomacromiidae,"replaced by",Nothomacromiidae,H.,Sturm,"L. F.",Mendes,,1998
"Pseudomacromia sensibilis","belongs to",Nothomacromia,G.,Bechly,,,,1998
Chlorogomphida,"belongs to",Brachystigmata,G.,Bechly,A.,Nel,"X. Martínez-Delclòs, G. Fleck",1998
Cavilabiata,"belongs to",Exophytica,G.,Bechly,A.,Nel,"X. Martínez-Delclòs, G. Fleck",1998
Cristotibiata,"belongs to",Cavilabiata,G.,Bechly,A.,Nel,"X. Martínez-Delclòs, G. Fleck",1998
Araripegomphus,"belongs to",Araripegomphidae,G.,Bechly,,,,1998
Araripegomphidae,"belongs to",Gomphides,G.,Bechly,,,,1998
Gomphides,"belongs to",Exophytica,G.,Bechly,,,,1998
Gomphides,"belongs to",Exophytica,G.,Bechly,A.,Nel,"X. Martínez-Delclòs, G. Fleck",1998
"Araripegomphus andreneli","belongs to",Araripegomphus,G.,Bechly,,,,1998
Procordulagomphus,"belongs to",Cordulagomphus,G.,Bechly,,,,1998
"Cordulagomphus (Procordulagomphus) senckenbergi","belongs to",Procordulagomphus,G.,Bechly,,,,1998
Araripephlebiidae,"belongs to",Chlorogomphoidea,G.,Bechly,,,,1998
Chlorogomphoidea,"belongs to",Chlorogomphida,G.,Bechly,,,,1998
Araripephlebia,"belongs to",Araripephlebiidae,G.,Bechly,,,,1998
"Araripephlebia mirabilis","belongs to",Araripephlebia,G.,Bechly,,,,1998
Cratocordulia,"belongs to",Araripelibellulidae,G.,Bechly,,,,1998
"Cratocordulia borschukewitzi","belongs to",Cratocordulia,G.,Bechly,,,,1998
Parahemiphlebia,"belongs to",Hemiphlebiidae,G.,Bechly,,,,1998
Parahemiphlebia,"belongs to",Coenagrionoidea,"E. A.",Jarzembowski,X.,Martínez-Delclòs,"G. Bechly, A. Nel, R. Coram, F. Escuillié",1998
Hemiphlebiidae,"belongs to",Lestomorpha,G.,Bechly,,,,1998
Lestomorpha,"belongs to",Euzygoptera,G.,Bechly,,,,1998
"Parahemiphlebia mickoleiti","belongs to",Parahemiphlebia,G.,Bechly,,,,1998
Cretarchistigma,"belongs to",Euzygoptera,G.,Bechly,,,,1998
"Cretarchistigma essweini","belongs to",Cretarchistigma,G.,Bechly,,,,1998
Nothomacromia,"belongs to",Aeschnidiidae,G.,Bechly,,,,1998
Juracordulia,"belongs to",Eurypalpida,G.,Bechly,,,,1998
"Juracordulia schiemenzi","belongs to",Juracordulia,G.,Bechly,,,,1998
Eurypalpida,"belongs to",Anisoptera,G.,Bechly,,,,1998
Urogomphus,"belongs to",Aeschnidiidae,G.,Bechly,,,,1998
"Aeschna gigantea","belongs to",Urogomphus,G.,Bechly,,,,1998
"Petalura eximia","belongs to",Urogomphus,G.,Bechly,,,,1998
"Urogomphus nusplingensis","belongs to",Urogomphus,G.,Bechly,,,,1998
"Bergeriaeschnidia inexpectata","objective synonym of","Libellula abscissa",G.,Bechly,,,,1998
Hemeroscopus,"belongs to",Hemeroscopidae,G.,Bechly,A.,Nel,"X. Martínez-Delclòs, G. Fleck",1998
"Hemeroscopus baissicus","belongs to",Hemeroscopus,G.,Bechly,A.,Nel,"X. Martínez-Delclòs, G. Fleck",1998
Prohemeroscopus,"belongs to",Hemeroscopidae,G.,Bechly,A.,Nel,"X. Martínez-Delclòs, G. Fleck",1998
"Prohemeroscopus jurassicus","belongs to",Prohemeroscopus,G.,Bechly,A.,Nel,"X. Martínez-Delclòs, G. Fleck",1998
"Prohemeroscopus kuehnapfeli","belongs to",Prohemeroscopus,G.,Bechly,A.,Nel,"X. Martínez-Delclòs, G. Fleck",1998
Hagenioidea,"belongs to",Gomphides,G.,Bechly,A.,Nel,"X. Martínez-Delclòs, G. Fleck",1998
Proterogomphus,"belongs to",Proterogomphidae,G.,Bechly,A.,Nel,"X. Martínez-Delclòs, G. Fleck",1998
"Proterogomphus krauseorum","belongs to",Proterogomphus,G.,Bechly,A.,Nel,"X. Martínez-Delclòs, G. Fleck",1998
"Proterogomphus renateae","belongs to",Proterogomphus,G.,Bechly,A.,Nel,"X. Martínez-Delclòs, G. Fleck",1998
"Italophlebia gervasuttii","belongs to",Italophlebia,"E. A.",Jarzembowski,X.,Martínez-Delclòs,"G. Bechly, A. Nel, R. Coram, F. Escuillié",1998
Pananisoptera,"belongs to",Odonata,G.,Bechly,,,,1998
"Libellula abscissa","belongs to",Bergeriaeschnidia,G.,Bechly,,,,1998
Aeschnogomphus,"belongs to",Aktassiinae,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
Aktassiinae,"belongs to",Aktassiidae,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
Aktassiidae,"belongs to",Petalurida,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
Lindeniinae,"belongs to",Gomphidae,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
"Nasiaeschna orientalis","nomen dubium",Anisoptera,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
Mesogomphus,"replaced by",Necrogomphus,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
Necrogomphus,"belongs to",Anisoptera,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
"Gomphus petrificatus","belongs to",Necrogomphus,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
"Aeshna perampla","belongs to",Aeschnopsis,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
"Aeschna wittei","belongs to",Protolindenia,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
Protolindenia,"belongs to",Protolindeniina,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
Protolindeniina,"belongs to",Petalurida,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
"Protolindenia deichmuelleri","belongs to",Pritykiniella,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
Pritykiniella,"belongs to",Anisoptera,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
Kazakhophlebiella,"belongs to",Anisoptera,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
"Protolindenia aktassica","belongs to",Kazakhophlebiella,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
Cretapetalura,"belongs to",Cretapetaluridae,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
"Cretapetalura brasiliensis","belongs to",Cretapetalura,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
Pseudocymatophlebiinae,"belongs to",Aktassiidae,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
Pseudocymatophlebia,"belongs to",Pseudocymatophlebiinae,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
"Pseudocymatophlebia hennigi","belongs to",Pseudocymatophlebia,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
Aktassia,"belongs to",Aktassiinae,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
"Aktassia magna","belongs to",Aktassia,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
"Aktassia pritykinae","belongs to",Aktassia,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
"Aeschna intermedia","belongs to",Aeschnogomphus,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
"Cretarchistigma greenwoodi","belongs to",Cretarchistigma,"E. A.",Jarzembowski,X.,Martínez-Delclòs,"G. Bechly, A. Nel, R. Coram, F. Escuillié",1998
"Parahemiphlebia cretacica","belongs to",Parahemiphlebia,"E. A.",Jarzembowski,X.,Martínez-Delclòs,"G. Bechly, A. Nel, R. Coram, F. Escuillié",1998
"Parahemiphlebia allendaviesi","belongs to",Parahemiphlebia,"E. A.",Jarzembowski,X.,Martínez-Delclòs,"G. Bechly, A. Nel, R. Coram, F. Escuillié",1998
Cretahemiphlebia,"belongs to",Hemiphlebioidea,"E. A.",Jarzembowski,X.,Martínez-Delclòs,"G. Bechly, A. Nel, R. Coram, F. Escuillié",1998
Hemiphlebioidea,"belongs to",Zygoptera,"E. A.",Jarzembowski,X.,Martínez-Delclòs,"G. Bechly, A. Nel, R. Coram, F. Escuillié",1998
"Cretahemiphlebia rossi","belongs to",Cretahemiphlebia,"E. A.",Jarzembowski,X.,Martínez-Delclòs,"G. Bechly, A. Nel, R. Coram, F. Escuillié",1998
Cretacoenagrion,"belongs to",Cretacoenagrionidae,"E. A.",Jarzembowski,X.,Martínez-Delclòs,"G. Bechly, A. Nel, R. Coram, F. Escuillié",1998
Cretacoenagrionidae,"belongs to",Coenagrionoidea,"E. A.",Jarzembowski,X.,Martínez-Delclòs,"G. Bechly, A. Nel, R. Coram, F. Escuillié",1998
"Cretacoenagrion alleni","belongs to",Cretacoenagrion,"E. A.",Jarzembowski,X.,Martínez-Delclòs,"G. Bechly, A. Nel, R. Coram, F. Escuillié",1998
Cretalestes,"belongs to",Lestoidea,"E. A.",Jarzembowski,X.,Martínez-Delclòs,"G. Bechly, A. Nel, R. Coram, F. Escuillié",1998
"Cretalestes martinae","belongs to",Cretalestes,"E. A.",Jarzembowski,X.,Martínez-Delclòs,"G. Bechly, A. Nel, R. Coram, F. Escuillié",1998
Zacallitidae,"belongs to",Epallagoidea,G.,Bechly,,,,1998
Nothomacromiidae,"subjective synonym of",Aeschnidiidae,H.,Sturm,"L. F.",Mendes,,1998
Conan,"belongs to",Coptoclavidae,"R. G.",Martins-Neto,,,,1998
"Conan barbarica","belongs to",Conan,"R. G.",Martins-Neto,,,,1998
Eodichroma,"belongs to",Eodichromini,G.,Bechly,,,,1998
Eodichromini,"belongs to",Eodichrominae,G.,Bechly,,,,1998
Parazacallitinae,"subjective synonym of",Eodichrominae,G.,Bechly,,,,1998
Parazacallites,"belongs to",Eodichromini,G.,Bechly,,,,1998
"Aeschna charpentieri","subjective synonym of","Anax buchii",A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
"Ixtahua benjamini","belongs to",Ixtahua,"R. M.",Feldmann,"F. J.",Vega,"S. P. Applegate and G. A. Bishop",1998
"Petalura acutipennis","nomen dubium",Lindeniinae,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
"Agrion antiquum","belongs to",Platycnemis,G.,Bechly,,,,1998
"Anax buchii","belongs to",Aeschnogomphus,A.,Nel,G.,Bechly,"E. Jarzembowski, X. Martínez-Delclòs",1998
"Litheuphaea ludwigi","belongs to",Litheuphaea,G.,Bechly,,,,1998
Libelluloidea,"belongs to",Odonata,A.,Nel,G.,"de Plöeg","J. Dejax, D. Duthiel, D. de Franceschi, E. Gheerbrant, M. Godinot, S. Hervet, J.-J. Menier, M. Augé, G. Bignot, C. Cavagnetto, S. Duffaud, J. Gaudant, S. Hua, A. Jossang, F. de Lapparent de Broin, J.-P. Pozzi, J.-C. Paicheler, F. Beuchet, J.-C. Rage",1999
Aeschnidiidae,"belongs to",Aeschnidioidea,J.,Zhang,,,,1999
Aeschnidioidea,"belongs to",Anisoptera,J.,Zhang,,,,1999
"Sinaeschnidia heishankowensis","belongs to",Aeschnidium,J.,Zhang,,,,1999
"Sinaeschnidia heishankowensis","belongs to",Aeschnidium,"J. F.",Zhang,,,,1999
"Archaeogomphus labius","subjective synonym of","Sinaeschnidia heishankowensis",J.,Zhang,,,,1999
Pseudosamarura,"subjective synonym of",Aeschnidium,J.,Zhang,,,,1999
"Pseudosamarura largina","subjective synonym of","Sinaeschnidia heishankowensis",J.,Zhang,,,,1999
"Sinaeschnidia huzhouensis","subjective synonym of","Sinaeschnidia heishankowensis",J.,Zhang,,,,1999
Dissurus,"subjective synonym of",Aeschnidium,J.,Zhang,,,,1999
